active_cryptocurrencies,upcoming_icos,ongoing_icos,ended_icos,markets,total_market_cap,total_volume,market_cap_percentage,market_cap_change_percentage_24h_usd,updated_at
16452,0,49,3376,1205,"{'btc': 37217409.2451251, 'eth': 1005216579.1122118, 'ltc': 32127906694.82635, 'bch': 7771988217.673536, 'bnb': 5175168754.105939, 'eos': 4062241797983.95, 'xrp': 1524493152229.9172, 'xlm': 8300818388439.453, 'link': 156575861835.4814, 'dot': 480366127852.13184, 'yfi': 409852314.5902793, 'usd': 3659360176611.426, 'aed': 13440829928693.768, 'ars': 3772789104191276.5, 'aud': 5886688297868.796, 'bdt': 443863109924211.9, 'bhd': 1377957690024.2686, 'bmd': 3659360176611.426, 'brl': 22622896483847.156, 'cad': 5286933802362.888, 'chf': 3327763594847.6045, 'clp': 3670961427882536.5, 'cny': 26788712108901.6, 'czk': 89244841923217.12, 'dkk': 26486412364711.734, 'eur': 3551489557325.274, 'gbp': 2947530456976.4414, 'gel': 10301098897161.162, 'hkd': 28468230352360.066, 'huf': 1474498721620101.0, 'idr': 5.928309860517573e+16, 'ils': 13363785759535.389, 'inr': 313850514587343.8, 'jpy': 575068701615598.5, 'krw': 5367805662266000.0, 'kwd': 1128195379890.0088, 'lkr': 1073168918570111.0, 'mmk': 7677337650530772.0, 'mxn': 75528725647157.2, 'myr': 16467120794751.416, 'ngn': 5655517030450673.0, 'nok': 41803231584746.234, 'nzd': 6517122869095.411, 'php': 213002207480109.6, 'pkr': 1017452012831450.1, 'pln': 15168607814161.377, 'rub': 401801564104598.44, 'sar': 13741995271228.889, 'sek': 40894685640097.13, 'sgd': 5013945533187.678, 'thb': 126360670980135.61, 'try': 129385139484825.27, 'twd': 120492850343337.39, 'uah': 153961702498482.1, 'vef': 366411734484.10205, 'vnd': 9.304089722477384e+16, 'zar': 68686373483005.29, 'xdr': 2801328039840.285, 'xag': 123577032287.38902, 'xau': 1385799698.882747, 'bits': 37217409245125.1, 'sats': 3721740924512510.0}","{'btc': 951616.8672367606, 'eth': 25702515.873925682, 'ltc': 821482702.3138437, 'bch': 198722996.3050762, 'bnb': 132324575.43639828, 'eos': 103867998664.14824, 'xrp': 38979967361.34854, 'xlm': 212244724996.34616, 'link': 4003508953.119658, 'dot': 12282545157.900133, 'yfi': 10479568.125533178, 'usd': 93566665116.91843, 'aed': 343670360974.4414, 'ars': 96466944392314.28, 'aud': 150517512906.9727, 'bdt': 11349194656889.52, 'bhd': 35233182716.43145, 'bmd': 93566665116.91843, 'brl': 578447837085.8131, 'cad': 135182310760.97017, 'chf': 85088028190.68373, 'clp': 93863299047505.27, 'cny': 684964128654.913, 'czk': 2281913185537.9185, 'dkk': 677234586449.6044, 'eur': 90808506962.6019, 'gbp': 75365796718.38011, 'gel': 263390162304.1253, 'hkd': 727907953110.2994, 'huf': 37701653142246.08, 'idr': 1515817401560124.8, 'ils': 341700408407.0697, 'inr': 8024885383750.183, 'jpy': 14704007811855.625, 'krw': 137250134060054.08, 'kwd': 28846977122.206413, 'lkr': 27439998243276.926, 'mmk': 196302863415294.84, 'mxn': 1931203991480.0608, 'myr': 421049993026.1329, 'ngn': 144606664146740.94, 'nok': 1068872366129.5596, 'nzd': 166637177973.31537, 'php': 5446281659793.029, 'pkr': 26015365299539.844, 'pln': 387848142609.38965, 'rub': 10273717419869.352, 'sar': 351370897513.5638, 'sek': 1045641634514.3307, 'sgd': 128202237543.24812, 'thb': 3230932735485.9385, 'try': 3308265771338.401, 'twd': 3080897652304.3076, 'uah': 3936667166730.1646, 'vef': 9368830178.157042, 'vnd': 2378975026412779.0, 'zar': 1756250982577.8147, 'xdr': 71627527746.96385, 'xag': 3159757508.9981484, 'xau': 35433696.07977701, 'bits': 951616867236.7606, 'sats': 95161686723676.06}","{'btc': 53.21760810794294, 'eth': 11.982431095222974, 'xrp': 3.7649364898800552, 'usdt': 3.7517143062856464, 'bnb': 2.818433992435562, 'sol': 2.815048195452901, 'doge': 1.5414859300272854, 'usdc': 1.2464885233182068, 'ada': 1.0647529863917844, 'steth': 0.9574370356805171}",-1.9798175573509265,1736112951
